,지점,일시,최저기온(°C),평균기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 이슬점온도(°C),평균 상대습도(%),평균 현지기압(hPa)
461,131,2013-04-06,3.4,8.1,14.7,17.5,1.9,5.6,85.5,993.9
462,131,2013-04-07,2.4,5.2,10.0,1.0,2.0,-1.4,65.0,999.8
463,131,2013-04-08,1.0,8.5,16.1,0.0,1.9,-3.3,48.3,1007.0
464,131,2013-04-09,3.8,8.2,13.9,0.0,2.9,-5.9,39.1,1007.9
465,131,2013-04-10,1.6,5.7,10.9,0.0,2.2,-4.1,51.5,1011.2
466,131,2013-04-11,1.2,6.6,12.5,2.0,2.4,-4.6,50.9,1010.0
467,131,2013-04-12,1.1,7.4,13.0,0.0,1.8,-5.0,43.5,1011.8
468,131,2013-04-13,1.6,13.2,21.3,0.0,1.9,-3.7,34.0,1005.4
469,131,2013-04-14,4.0,9.9,15.9,5.5,2.3,-1.4,50.0,1002.0
470,131,2013-04-15,1.6,6.6,9.3,0.0,1.0,-4.6,45.0,1004.1
471,131,2013-04-16,5.2,16.5,27.4,0.0,2.4,6.6,56.5,997.5
472,131,2013-04-17,11.7,13.6,17.1,0.5,2.2,9.5,78.4,1001.5
473,131,2013-04-18,8.3,12.5,17.1,0.0,1.9,1.5,50.9,1004.7
474,131,2013-04-19,5.1,10.9,17.3,0.0,1.7,-3.1,39.9,1010.1
475,131,2013-04-20,3.4,5.8,10.2,12.5,1.3,2.8,82.4,1010.1
476,131,2013-04-21,2.7,9.4,15.4,0.0,1.6,0.2,58.9,1012.4
477,131,2013-04-22,5.0,12.4,20.0,0.0,1.3,-1.2,43.0,1014.8
478,131,2013-04-23,10.4,11.3,12.2,8.5,1.0,6.5,74.8,1008.2
479,131,2013-04-24,9.4,13.9,19.7,2.5,1.8,7.3,68.3,1002.8
480,131,2013-04-25,7.5,10.0,14.1,3.0,1.9,6.9,81.5,1002.8
481,131,2013-04-26,6.3,11.8,18.5,0.0,2.0,1.3,52.8,1004.1
482,131,2013-04-27,6.5,12.1,18.9,0.0,1.5,2.4,54.9,1010.3
483,131,2013-04-28,8.3,17.2,25.1,0.0,1.3,6.9,53.8,1010.3
484,131,2013-04-29,10.6,15.4,19.9,11.5,2.0,7.3,62.0,1005.6
485,131,2013-04-30,6.6,14.2,22.5,0.0,1.8,1.0,45.8,1002.6
486,131,2013-05-01,7.5,12.9,18.5,0.0,1.3,2.7,51.0,1003.6
487,131,2013-05-02,8.5,13.4,19.7,0.1,1.7,5.4,60.8,1005.7
488,131,2013-05-03,8.1,13.5,19.9,0.1,1.7,5.4,62.4,1008.9
489,131,2013-05-04,7.8,14.5,21.9,0.0,1.5,4.7,56.9,1012.2
490,131,2013-05-05,7.4,15.4,23.2,0.0,1.7,2.8,49.0,1013.9
491,131,2013-05-06,8.5,17.0,25.4,0.0,1.4,3.5,42.8,1011.3
492,131,2013-05-07,10.9,19.4,27.3,0.0,1.2,6.5,45.6,1012.9
493,131,2013-05-08,12.2,20.2,29.1,0.0,1.1,5.8,41.4,1012.4
494,131,2013-05-09,13.0,18.0,24.5,3.5,1.0,10.7,65.1,1006.4
495,131,2013-05-10,13.0,16.0,19.5,20.5,1.6,13.9,88.0,996.7
496,131,2013-05-11,12.2,18.6,26.5,0.0,1.7,8.2,56.0,998.2
497,131,2013-05-12,15.5,21.8,27.8,0.0,2.2,11.4,53.4,999.2
498,131,2013-05-13,16.5,23.2,30.1,0.0,1.5,9.3,45.1,1004.2
499,131,2013-05-14,14.5,21.7,28.9,0.0,1.5,6.5,42.3,1005.2
500,131,2013-05-15,17.0,20.8,25.8,0.0,1.6,10.4,53.9,1006.2
501,131,2013-05-16,15.5,21.2,28.0,0.0,2.7,8.0,45.1,1010.3
502,131,2013-05-17,12.8,19.3,26.2,0.0,2.2,6.9,46.3,1009.6
503,131,2013-05-18,14.2,19.3,25.4,3.5,1.2,10.2,58.6,1002.0
504,131,2013-05-19,14.7,16.9,18.8,20.5,1.8,15.1,89.6,992.2
505,131,2013-05-20,13.6,16.5,21.8,0.0,1.7,11.8,75.4,997.4
506,131,2013-05-21,11.8,19.1,27.4,0.0,1.2,5.9,50.4,1001.0
507,131,2013-05-22,13.6,21.1,28.4,0.0,1.1,11.8,58.3,1004.2
508,131,2013-05-23,16.5,23.5,31.1,0.0,1.2,13.7,58.4,1006.3
509,131,2013-05-24,15.8,22.6,30.4,0.0,1.3,12.4,58.1,1007.2
510,131,2013-05-25,17.1,24.9,32.4,0.0,1.1,12.5,49.5,1007.2
511,131,2013-05-26,21.2,24.9,30.5,0.0,1.1,13.0,48.9,1008.9
512,131,2013-05-27,18.7,20.6,23.5,44.0,2.1,16.7,79.0,1003.1
513,131,2013-05-28,18.7,20.7,23.6,5.5,1.8,17.9,84.5,998.8
514,131,2013-05-29,16.1,17.7,19.1,0.2,1.5,15.2,85.5,1002.5
515,131,2013-05-30,13.9,20.4,27.6,0.0,1.2,10.7,59.3,1005.9
516,131,2013-05-31,14.1,20.8,27.1,0.0,1.0,9.3,51.4,1003.5
517,131,2013-06-01,17.5,20.9,26.1,0.0,1.0,9.6,50.0,1000.7
518,131,2013-06-02,13.6,22.6,30.8,0.0,1.2,11.1,51.3,1000.6
519,131,2013-06-03,17.0,22.7,28.7,0.0,1.6,13.9,59.6,1005.2
520,131,2013-06-04,17.9,24.2,30.7,0.0,1.4,14.3,56.8,1009.2
521,131,2013-06-05,20.0,25.2,31.8,0.0,1.2,15.4,56.4,1009.6
522,131,2013-06-06,20.6,25.6,31.4,0.0,1.2,15.3,54.1,1007.7
523,131,2013-06-07,20.8,25.9,31.6,0.0,1.3,15.9,56.0,1005.0
524,131,2013-06-08,20.4,25.4,30.7,0.0,1.8,15.0,54.5,1002.5
525,131,2013-06-09,20.2,25.1,30.5,0.0,2.6,12.3,46.5,1000.9
526,131,2013-06-10,19.4,25.5,30.9,0.0,2.4,13.0,46.8,1000.4
527,131,2013-06-11,20.7,23.3,28.9,1.0,2.6,15.2,62.3,999.9
528,131,2013-06-12,20.1,21.1,22.2,3.5,1.0,18.8,87.3,1002.3
529,131,2013-06-13,20.1,23.6,27.5,0.0,1.2,17.7,70.6,1006.1
530,131,2013-06-14,22.0,25.0,29.2,0.0,1.3,19.1,71.0,1006.5
531,131,2013-06-15,19.9,24.7,30.3,1.0,1.4,18.5,69.9,1005.0
532,131,2013-06-16,20.4,24.4,30.7,0.0,1.3,16.7,64.1,1001.3
533,131,2013-06-17,21.0,24.3,29.3,10.5,1.4,18.4,70.9,995.8
534,131,2013-06-18,22.0,22.9,24.0,156.5,1.1,22.1,96.1,989.9
535,131,2013-06-19,20.3,25.0,29.7,10.5,1.3,19.9,75.0,993.9
536,131,2013-06-20,21.5,26.7,31.9,0.0,1.2,18.1,62.4,998.7
537,131,2013-06-21,22.9,26.4,30.7,0.0,1.1,17.9,60.9,998.8
538,131,2013-06-22,21.8,25.0,30.5,0.4,1.5,18.7,69.4,1000.1
539,131,2013-06-23,21.3,23.3,27.3,0.5,1.4,18.2,74.4,1000.2
540,131,2013-06-24,19.6,24.0,29.5,0.0,1.3,16.5,65.0,999.5
541,131,2013-06-25,20.5,24.4,30.0,9.5,1.4,18.5,71.6,999.2
542,131,2013-06-26,19.9,24.1,29.6,12.0,1.7,18.6,73.3,996.2
543,131,2013-06-27,20.5,25.0,31.8,24.0,1.5,19.2,72.0,998.2
544,131,2013-06-28,21.7,25.3,30.1,0.5,1.5,19.2,70.8,999.8
545,131,2013-06-29,21.3,27.0,32.7,0.0,1.2,18.8,62.8,1003.5
546,131,2013-06-30,22.6,27.9,32.5,0.0,1.3,18.8,60.4,1003.7
547,131,2013-07-01,24.2,27.7,32.7,0.0,1.5,19.9,63.5,1001.8
548,131,2013-07-02,24.3,26.8,31.3,41.0,2.4,22.7,79.0,995.0
549,131,2013-07-03,22.2,26.6,31.9,10.5,1.9,21.7,76.3,993.4
550,131,2013-07-04,23.7,25.8,27.7,3.5,1.4,23.3,86.5,992.1
551,131,2013-07-05,22.1,23.5,25.0,53.5,0.9,22.5,94.9,991.3
552,131,2013-07-06,22.7,26.7,32.1,0.0,1.2,22.0,77.3,999.3
553,131,2013-07-07,24.3,25.5,27.5,2.0,1.5,22.6,84.6,1001.4
554,131,2013-07-08,24.8,26.2,28.3,6.5,1.2,23.5,86.0,1001.2
555,131,2013-07-09,25.4,27.3,31.0,0.1,1.4,23.4,80.3,1000.8
556,131,2013-07-10,26.2,28.7,32.0,0.0,1.8,23.6,74.9,999.9
557,131,2013-07-11,25.0,27.9,32.8,0.0,1.7,22.4,73.3,1001.5
558,131,2013-07-12,25.7,26.8,28.1,0.0,1.8,22.2,76.5,1002.2
559,131,2013-07-13,26.2,28.1,31.4,0.2,1.4,23.6,77.1,1004.3
560,131,2013-07-14,22.2,25.6,28.8,34.0,1.6,23.1,86.8,1005.8
561,131,2013-07-15,23.6,27.6,33.0,0.5,1.2,23.5,79.9,1004.4
562,131,2013-07-16,25.1,29.6,34.1,0.0,2.5,19.6,56.5,1001.8
563,131,2013-07-17,23.4,25.5,28.2,20.0,1.7,23.0,86.6,1002.5
564,131,2013-07-18,24.8,28.0,32.3,0.1,1.5,22.1,71.8,1003.6
565,131,2013-07-19,23.8,28.7,33.4,0.2,1.4,22.4,70.3,1003.3
566,131,2013-07-20,25.1,28.8,33.5,0.0,2.0,21.4,65.9,1001.8
567,131,2013-07-21,26.4,28.5,32.2,0.0,2.0,22.8,71.8,1000.3
568,131,2013-07-22,25.4,29.0,33.8,4.0,1.7,23.2,72.6,1001.7
569,131,2013-07-23,25.0,27.0,28.2,23.0,1.8,24.1,84.8,998.5
570,131,2013-07-24,24.2,27.1,31.0,9.0,1.9,22.7,78.0,994.4
571,131,2013-07-25,22.8,27.5,32.7,0.0,1.7,21.0,70.3,995.6
572,131,2013-07-26,25.0,27.9,32.5,0.0,1.6,20.6,66.6,996.9
573,131,2013-07-27,22.3,26.8,31.3,0.0,1.2,20.6,71.9,998.8
574,131,2013-07-28,24.0,26.7,28.9,4.0,1.5,23.8,84.9,997.6
575,131,2013-07-29,25.0,28.5,33.4,18.5,1.6,24.0,78.5,995.3
576,131,2013-07-30,24.0,26.9,32.5,3.0,1.5,22.6,78.9,995.6
577,131,2013-07-31,25.5,27.4,31.3,20.0,1.5,24.1,83.0,995.4
578,131,2013-08-01,24.2,28.4,33.8,0.0,1.3,22.8,73.6,1000.0
579,131,2013-08-02,25.6,28.8,33.8,2.5,1.6,23.8,75.9,1003.8
580,131,2013-08-03,24.9,27.4,31.8,48.5,1.4,23.8,81.9,1003.0
581,131,2013-08-04,25.2,28.0,31.9,0.5,1.1,24.9,84.0,998.5
582,131,2013-08-05,25.8,28.4,32.6,10.5,1.6,24.5,80.6,997.4
583,131,2013-08-06,23.4,28.0,33.4,22.5,1.7,23.9,80.0,999.9
584,131,2013-08-07,24.3,29.6,34.7,0.0,1.1,24.4,74.9,1000.5
585,131,2013-08-08,27.5,30.6,35.2,0.0,1.6,25.2,73.9,998.6
586,131,2013-08-09,27.9,30.8,34.7,0.0,2.0,25.1,72.5,998.6
587,131,2013-08-10,23.2,27.1,32.1,13.0,1.5,24.0,83.8,1002.3
588,131,2013-08-11,24.3,28.1,34.6,4.5,1.1,23.7,79.0,1004.4
589,131,2013-08-12,24.5,29.2,34.6,0.0,1.1,23.4,72.8,1004.3
590,131,2013-08-13,25.7,29.4,34.3,0.0,1.2,22.5,68.6,1004.1
591,131,2013-08-14,25.6,29.3,34.1,0.0,1.2,22.5,69.1,1004.1
592,131,2013-08-15,25.1,29.2,34.5,0.0,1.5,23.0,71.3,1003.1
593,131,2013-08-16,25.6,29.6,34.1,0.0,1.5,22.1,66.1,1000.4
594,131,2013-08-17,25.3,29.0,34.4,0.0,1.8,21.9,67.0,998.9
595,131,2013-08-18,25.1,29.2,34.0,0.5,1.6,23.3,71.6,999.1
596,131,2013-08-19,26.2,29.2,33.7,0.3,1.4,22.8,69.4,999.9
597,131,2013-08-20,22.4,27.7,33.1,0.0,1.4,18.4,60.6,1000.6
598,131,2013-08-21,24.0,29.1,34.0,0.0,1.5,21.8,65.9,1001.5
599,131,2013-08-22,26.6,29.3,35.5,10.5,1.4,24.7,78.4,1002.7
600,131,2013-08-23,24.2,25.4,26.8,44.5,1.1,24.0,92.6,1001.6
601,131,2013-08-24,23.5,26.3,31.9,0.1,1.2,21.1,74.9,1000.1
602,131,2013-08-25,20.6,25.9,32.2,0.0,1.3,18.7,68.4,998.9
603,131,2013-08-26,21.8,26.6,31.8,0.0,1.2,18.3,62.0,998.5
604,131,2013-08-27,21.3,26.2,30.6,0.0,1.2,19.6,68.1,1001.3
605,131,2013-08-28,23.4,27.3,31.7,0.0,1.5,19.3,64.4,1000.6
606,131,2013-08-29,23.8,25.4,27.3,26.0,1.6,23.0,87.4,993.9
607,131,2013-08-30,21.8,25.8,30.8,0.0,1.5,20.6,75.0,996.5
608,131,2013-08-31,19.8,23.9,29.2,0.0,1.1,17.4,69.1,1000.0
609,131,2013-09-01,21.3,24.1,28.9,0.0,1.3,16.8,65.3,1005.2
610,131,2013-09-02,17.8,22.4,26.8,0.0,1.2,14.4,63.0,1007.2
611,131,2013-09-03,17.2,21.0,25.7,0.0,1.4,13.5,64.8,1006.4
612,131,2013-09-04,15.2,21.0,26.9,0.0,1.8,13.0,63.6,1005.7
613,131,2013-09-05,17.0,21.1,24.5,0.0,1.4,14.0,65.3,1010.4
614,131,2013-09-06,18.3,20.2,21.7,4.0,1.2,16.1,78.5,1012.1
615,131,2013-09-07,18.0,21.8,27.1,1.0,1.3,16.4,73.8,1010.8
616,131,2013-09-08,17.6,22.2,27.2,0.0,0.9,16.2,71.4,1011.1
617,131,2013-09-09,17.7,23.1,28.4,0.0,0.9,15.8,66.3,1009.2
618,131,2013-09-10,20.2,22.6,26.4,5.5,1.1,18.4,78.6,1007.1
619,131,2013-09-11,19.6,22.7,27.2,34.5,1.1,20.4,87.8,1006.9
620,131,2013-09-12,21.7,22.9,25.2,1.0,0.8,20.7,88.0,1009.4
621,131,2013-09-13,21.6,24.3,27.6,12.0,1.3,21.3,83.8,1005.1
622,131,2013-09-14,20.3,22.0,25.5,58.0,1.3,20.1,89.6,1003.6
623,131,2013-09-15,19.3,22.7,28.8,0.0,1.2,18.6,80.6,1002.3
624,131,2013-09-16,16.3,21.0,27.4,0.0,1.0,12.1,60.3,1005.9
625,131,2013-09-17,14.7,21.5,28.7,0.0,1.2,13.5,64.3,1011.6
626,131,2013-09-18,17.6,23.7,30.2,0.0,1.2,16.5,66.8,1013.4
627,131,2013-09-19,18.0,24.1,29.3,0.0,1.5,15.4,60.0,1011.8
628,131,2013-09-20,18.6,22.8,28.0,0.0,0.9,17.8,75.8,1009.5
629,131,2013-09-21,18.1,23.8,29.7,0.0,1.1,17.6,70.9,1008.7
630,131,2013-09-22,20.6,23.3,28.2,0.0,2.3,15.0,61.3,1011.0
631,131,2013-09-23,17.9,23.5,29.5,0.0,1.3,15.5,62.1,1009.2
632,131,2013-09-24,20.4,21.8,24.2,7.5,1.1,19.5,87.1,1005.3
633,131,2013-09-25,17.4,20.0,24.5,0.0,1.6,11.8,61.4,1005.3
634,131,2013-09-26,12.6,17.6,22.9,0.0,1.2,5.1,45.9,1010.3
635,131,2013-09-27,11.0,17.7,23.7,0.0,0.9,7.6,56.0,1012.0
636,131,2013-09-28,14.9,17.9,20.1,0.1,1.3,12.8,72.5,1009.4
637,131,2013-09-29,16.8,18.4,19.8,39.0,1.0,17.6,95.8,1008.7
638,131,2013-09-30,18.4,21.3,26.1,0.0,1.3,17.8,82.0,1010.0
639,131,2013-10-01,16.5,22.2,27.9,0.0,1.2,16.1,70.8,1009.0
640,131,2013-10-02,15.7,20.2,24.0,0.0,1.5,13.6,67.5,1005.7
641,131,2013-10-03,11.2,16.4,22.1,0.0,1.4,6.2,53.9,1011.5
642,131,2013-10-04,10.6,17.1,25.0,0.0,1.1,9.1,63.4,1013.5
643,131,2013-10-05,11.8,19.5,27.2,0.0,1.6,11.0,61.5,1015.0
644,131,2013-10-06,16.4,21.3,26.5,0.0,2.1,14.8,67.4,1016.1
645,131,2013-10-07,19.4,23.8,28.9,0.0,1.1,18.1,71.9,1012.6
646,131,2013-10-08,18.0,20.3,23.1,17.5,1.9,18.6,90.6,1006.5
647,131,2013-10-09,18.2,21.5,26.9,0.0,1.0,15.8,71.9,1007.3
648,131,2013-10-10,16.6,20.7,24.9,0.0,1.1,17.4,82.8,1007.3
649,131,2013-10-11,13.4,18.7,23.5,0.0,2.2,10.2,60.8,1006.2
650,131,2013-10-12,10.7,16.2,22.6,0.0,1.3,6.0,54.1,1013.2
651,131,2013-10-13,10.4,16.6,23.2,0.0,0.8,8.9,64.0,1014.9
652,131,2013-10-14,12.0,18.3,25.4,0.0,0.9,11.1,65.6,1012.3
653,131,2013-10-15,9.3,13.9,17.9,6.0,1.9,11.0,83.4,1009.4
654,131,2013-10-16,7.1,11.3,16.3,0.0,1.7,2.9,58.6,1015.0
655,131,2013-10-17,5.7,11.5,18.3,0.0,0.7,4.8,67.0,1021.7
656,131,2013-10-18,7.2,13.7,21.1,0.0,1.1,5.6,62.6,1021.9
657,131,2013-10-19,9.3,14.9,21.5,0.0,1.2,9.1,70.5,1018.7
658,131,2013-10-20,11.0,16.4,23.0,0.0,0.9,9.7,68.1,1013.0
659,131,2013-10-21,11.0,15.5,21.5,0.0,1.4,8.9,68.0,1012.8
660,131,2013-10-22,9.9,15.9,22.7,0.0,1.8,7.3,58.6,1015.8
661,131,2013-10-23,10.6,16.2,22.4,0.0,1.3,8.6,63.3,1013.8
662,131,2013-10-24,10.6,14.1,20.5,0.0,1.5,6.1,61.3,1010.6
663,131,2013-10-25,6.0,9.9,15.3,0.0,1.7,-0.4,50.5,1010.6
664,131,2013-10-26,4.7,9.9,15.9,0.0,0.9,2.5,62.5,1010.8
665,131,2013-10-27,3.6,10.7,18.1,0.0,0.8,4.1,67.5,1015.4
666,131,2013-10-28,4.6,10.5,17.0,0.0,0.7,4.2,69.4,1017.8
667,131,2013-10-29,5.6,12.1,18.7,1.5,0.9,6.9,73.6,1016.9
668,131,2013-10-30,8.4,12.1,16.4,0.0,1.2,5.5,66.0,1018.2
669,131,2013-10-31,6.0,11.9,19.1,0.0,0.8,4.9,65.9,1019.2
670,131,2013-11-01,9.0,15.0,22.3,0.0,0.9,6.5,59.6,1018.6
671,131,2013-11-02,10.3,13.1,16.0,3.0,0.8,10.5,84.8,1016.1
672,131,2013-11-03,9.6,11.9,15.6,0.0,1.0,9.2,84.4,1014.1
673,131,2013-11-04,9.2,12.3,17.3,0.0,0.9,8.3,78.8,1017.1
674,131,2013-11-05,5.7,10.8,18.5,0.0,0.7,5.6,74.5,1019.4
675,131,2013-11-06,8.1,11.6,15.1,0.5,0.6,9.0,84.4,1013.2
676,131,2013-11-07,8.0,12.5,17.1,0.2,1.6,4.8,63.9,1012.2
677,131,2013-11-08,5.1,9.4,14.9,0.0,1.0,-0.1,55.5,1019.5
678,131,2013-11-09,9.0,11.9,16.8,13.0,1.0,6.1,70.1,1014.0
679,131,2013-11-10,3.7,7.8,13.1,0.5,2.3,-1.4,54.1,1012.2
680,131,2013-11-11,1.7,4.7,8.8,0.0,2.1,-7.6,41.3,1015.3
681,131,2013-11-12,-0.1,4.6,10.0,0.0,1.4,-6.4,46.6,1014.9
682,131,2013-11-13,-1.0,4.6,11.4,0.0,0.7,-3.8,58.9,1016.1
683,131,2013-11-14,0.3,5.6,9.7,0.0,0.6,0.0,68.1,1014.5
684,131,2013-11-15,4.9,8.7,13.8,1.0,0.7,3.8,74.0,1013.9
685,131,2013-11-16,1.2,6.9,13.5,0.0,0.7,1.8,73.4,1010.6
686,131,2013-11-17,2.0,6.5,10.3,3.5,2.1,0.8,69.4,1007.5
687,131,2013-11-18,-0.7,1.4,4.4,11.4,1.5,-0.4,87.8,1008.7
688,131,2013-11-19,-0.7,1.9,4.6,3.7,1.1,-1.4,80.0,1010.5
689,131,2013-11-20,-0.6,3.1,7.2,0.0,1.3,-5.0,56.6,1014.2
690,131,2013-11-21,-0.3,3.6,8.1,0.0,0.8,-2.2,66.3,1017.4
691,131,2013-11-22,-0.7,5.2,10.2,0.0,0.8,-0.5,69.0,1018.7
692,131,2013-11-23,2.2,7.1,13.1,0.0,0.7,0.3,65.4,1017.3
693,131,2013-11-24,2.3,8.0,14.1,11.0,1.2,2.1,69.9,1007.2
694,131,2013-11-25,2.5,6.6,10.8,9.0,2.8,1.0,69.3,1001.9
695,131,2013-11-26,-0.4,2.6,5.8,1.0,1.3,-2.4,70.9,1010.9
696,131,2013-11-27,-3.3,0.5,3.7,16.8,1.4,-1.0,90.0,1009.1
697,131,2013-11-28,-4.8,-2.3,0.5,0.3,1.0,-6.3,75.1,1013.9
698,131,2013-11-29,-2.8,1.2,5.0,0.1,1.0,-2.4,78.1,1013.6
699,131,2013-11-30,-2.6,3.8,10.9,0.0,0.8,-0.1,78.0,1014.4
700,131,2013-12-01,1.4,5.2,10.2,0.0,0.8,-0.2,70.5,1014.5
701,131,2013-12-02,-1.5,4.7,9.6,0.0,0.6,-0.5,70.9,1014.8
702,131,2013-12-03,4.3,7.0,10.8,0.0,0.9,-0.4,60.5,1013.7
703,131,2013-12-04,-0.2,4.7,10.4,0.0,0.6,1.5,81.1,1014.2
704,131,2013-12-05,-0.4,5.0,8.7,0.0,0.7,3.1,88.1,1012.2
705,131,2013-12-06,0.5,4.4,8.9,0.0,1.3,-7.6,43.8,1013.3
706,131,2013-12-07,2.3,5.9,10.8,0.0,1.1,-2.5,55.4,1016.2
707,131,2013-12-08,2.6,6.7,12.3,0.0,0.7,0.9,68.4,1015.9
708,131,2013-12-09,3.1,5.7,7.7,17.0,1.0,3.5,86.8,1004.0
709,131,2013-12-10,0.7,2.5,5.8,0.0,1.5,-4.3,61.0,1007.5
710,131,2013-12-11,-3.1,-0.5,1.9,7.0,1.4,-2.7,85.6,1007.3
711,131,2013-12-12,-4.9,-0.4,3.7,5.5,1.5,-3.4,80.9,1010.8
712,131,2013-12-13,-5.6,-3.8,-0.8,0.0,1.6,-10.8,59.3,1016.7
713,131,2013-12-14,-5.7,-0.9,3.7,0.2,1.4,-4.9,74.3,1019.8
714,131,2013-12-15,-5.1,-1.8,2.5,0.0,1.0,-10.0,55.6,1024.6
715,131,2013-12-16,-6.5,-2.6,0.3,0.0,1.0,-9.2,61.1,1022.7
716,131,2013-12-17,-3.6,0.2,3.8,0.0,1.5,-6.7,60.3,1019.4
717,131,2013-12-18,1.0,4.2,8.9,0.1,1.4,-2.1,65.0,1015.0
718,131,2013-12-19,-4.3,-1.3,1.7,3.1,1.8,-5.3,74.4,1013.9
719,131,2013-12-20,-5.8,-2.8,-0.5,3.5,1.0,-6.4,76.3,1015.5
720,131,2013-12-21,-4.2,-1.4,2.4,0.0,0.7,-5.2,76.1,1020.0
721,131,2013-12-22,-7.7,-1.7,3.4,0.0,0.5,-5.8,75.3,1022.4
722,131,2013-12-23,-2.1,0.6,4.2,0.0,1.0,-6.3,60.0,1020.7
723,131,2013-12-24,-5.8,-1.2,4.8,0.0,0.5,-8.1,62.9,1023.2
724,131,2013-12-25,-6.0,0.0,5.2,0.0,0.6,-6.7,62.8,1020.8
725,131,2013-12-26,-2.7,1.2,5.8,0.8,1.1,-2.4,77.0,1013.4
726,131,2013-12-27,-5.9,-3.8,-0.4,0.0,1.9,-11.3,56.5,1014.3
727,131,2013-12-28,-7.9,-4.7,-1.3,0.0,1.2,-12.2,56.1,1015.0
728,131,2013-12-29,-6.8,-2.1,2.6,0.1,0.7,-6.6,72.1,1014.5
729,131,2013-12-30,-1.8,2.5,7.2,0.0,1.0,-3.0,68.3,1009.9
730,131,2013-12-31,-1.6,3.6,8.3,0.0,1.4,-1.5,70.9,1006.5
731,131,2014-01-01,0.1,4.8,10.3,0.0,1.6,-4.5,53.0,1008.4
732,131,2014-01-02,-0.7,3.2,8.1,0.0,0.9,-7.9,47.0,1014.3
733,131,2014-01-03,-2.9,2.3,8.6,0.0,0.6,-5.3,59.5,1010.7
734,131,2014-01-04,-1.8,1.3,5.6,0.0,0.9,-7.6,53.4,1012.3
735,131,2014-01-05,-4.7,-0.1,4.9,0.0,0.6,-7.4,60.3,1016.8
736,131,2014-01-06,-4.7,0.7,6.3,0.0,0.7,-7.1,57.9,1021.2
737,131,2014-01-07,-3.6,1.5,6.3,0.0,0.6,-5.0,62.9,1018.6
738,131,2014-01-08,-3.1,1.4,5.0,0.0,1.4,-6.2,58.1,1014.0
739,131,2014-01-09,-7.6,-5.6,-2.4,0.0,2.0,-19.6,33.1,1021.4
740,131,2014-01-10,-9.7,-4.2,-0.5,0.0,0.8,-11.1,59.8,1024.9
741,131,2014-01-11,-4.7,-0.6,3.3,0.0,0.6,-7.3,63.3,1024.6
742,131,2014-01-12,-5.3,-0.3,4.9,0.0,1.3,-8.5,55.0,1021.5
743,131,2014-01-13,-8.3,-4.6,0.0,0.0,1.2,-19.3,31.9,1025.3
744,131,2014-01-14,-9.5,-3.7,2.6,0.0,0.7,-14.5,45.5,1026.0
745,131,2014-01-15,-7.6,-2.3,3.3,0.0,0.8,-10.8,54.4,1025.5
746,131,2014-01-16,-6.1,-0.9,4.2,0.0,0.6,-6.6,66.0,1022.5
747,131,2014-01-17,-4.5,0.4,5.6,0.0,0.6,-6.2,63.8,1019.6
748,131,2014-01-18,-3.3,-0.2,3.1,0.0,1.6,-10.5,46.4,1020.5
749,131,2014-01-19,-7.4,-1.6,3.2,0.0,0.8,-12.8,43.8,1021.8
750,131,2014-01-20,-2.3,0.4,5.9,2.3,1.4,-3.1,77.9,1012.7
751,131,2014-01-21,-5.1,-3.7,-1.8,1.1,1.6,-8.6,69.1,1018.4
752,131,2014-01-22,-5.9,-2.1,2.2,0.0,1.1,-9.8,57.0,1021.9
753,131,2014-01-23,-6.7,-1.1,5.3,0.0,0.5,-7.7,62.9,1019.7
754,131,2014-01-24,-3.0,3.7,9.5,0.0,0.6,-2.2,66.3,1014.5
755,131,2014-01-25,1.6,5.5,10.0,1.5,1.1,1.9,78.0,1009.9
756,131,2014-01-26,-3.4,-0.7,4.0,0.0,1.3,-10.4,48.6,1020.5
757,131,2014-01-27,-7.3,0.1,8.4,0.0,0.9,-11.2,49.0,1017.6
758,131,2014-01-28,-2.4,2.2,6.8,0.0,1.3,-6.9,53.5,1017.5
759,131,2014-01-29,-6.4,2.1,9.3,0.0,0.5,-8.2,49.8,1015.1
760,131,2014-01-30,1.0,4.5,6.4,1.0,0.9,0.8,79.3,1009.3
761,131,2014-01-31,-3.3,2.2,8.7,0.0,0.9,-6.6,54.3,1016.7
762,131,2014-02-01,1.7,5.5,11.1,4.5,1.1,-1.4,63.6,1008.5
763,131,2014-02-02,5.1,7.6,10.5,0.5,1.1,6.6,93.8,1003.3
764,131,2014-02-03,-6.3,-0.7,5.1,0.0,2.1,-10.0,52.3,1009.9
765,131,2014-02-04,-8.5,-5.7,-2.6,0.0,2.1,-19.5,33.1,1018.1
766,131,2014-02-05,-7.5,-4.2,-0.1,0.0,1.3,-18.4,32.6,1021.6
767,131,2014-02-06,-4.7,-0.7,4.2,0.0,1.3,-14.9,35.1,1018.5
768,131,2014-02-07,-2.0,3.0,8.7,0.0,2.4,-5.7,52.9,1013.0
769,131,2014-02-08,0.5,3.3,6.6,0.8,2.0,-2.1,68.9,1009.8
770,131,2014-02-09,-1.3,-0.2,1.7,0.0,1.6,-4.2,74.6,1014.2
771,131,2014-02-10,-2.0,0.6,3.5,1.0,1.8,-4.3,71.1,1018.2
772,131,2014-02-11,-2.7,1.6,5.9,0.0,2.4,-9.0,46.1,1019.1
